kod_stacji,nazwa,lon,lat,kategoria,zrodlo,wysokosc_npm,rok_zalozenia
254170320,JASIEŃ,17.636944,54.285556,IMGW - stacja klimatologiczna,IMGW-PIB,151,2023
250180210,ZIELONA,18.968056,50.549167,IMGW - posterunek opadowy,IMGW-PIB,284,1946
254170060,MIKOROWO,17.580556,54.408333,IMGW - posterunek opadowy,IMGW-PIB,117,1980
252160370,WRONKI,16.373056,52.6925,IMGW - posterunek opadowy,IMGW-PIB,70,2024
250150580,JARKOWICE,15.873611,50.736389,IMGW - posterunek opadowy,IMGW-PIB,650,2024
250180680,CZERWIONKA-LESZCZYNY,18.663611,50.154444,IMGW - posterunek opadowy,IMGW-PIB,246,2024
252180370,KLECZEW,18.170556,52.386944,IMGW - stacja klimatologiczna,IMGW-PIB,98,2024
250180730,BIERAWA,18.244722,50.282222,IMGW - posterunek opadowy,IMGW-PIB,178,2024
353180255,KWIDZYN,18.871667,53.734167,IMGW - stacja synoptyczna,IMGW-PIB,,2024
250240070,GOŁĘBIE,24.083056,50.634722,IMGW - posterunek opadowy,IMGW-PIB,204,2024
250230190,KOLONIA NOWOSIÓŁKI,23.916111,50.541667,IMGW - posterunek opadowy,IMGW-PIB,248,2024
253210410,TARGOWO,21.028611,53.695278,IMGW - posterunek opadowy,IMGW-PIB,165,2024
250170770,UNIKOWICE,17.008611,50.4425,IMGW - posterunek opadowy,IMGW-PIB,248,2024
250180450,ZWONOWICE,18.437778,50.142778,IMGW - posterunek opadowy,IMGW-PIB,260,1973
250140010,WYSZKÓW,14.993611,50.965278,IMGW - posterunek opadowy,IMGW-PIB,330,1973
254180280,SZEMUD,18.213611,54.493056,IMGW - stacja klimatologiczna,IMGW-PIB,154,2024
250170860,PRZYLESIE,17.349722,50.782222,IMGW - stacja klimatologiczna,IMGW-PIB,164,2024
253150320,LUBIANA,15.323333,53.104444,IMGW - posterunek opadowy,IMGW-PIB,68,2024
251150220,NOWOGRODZIEC,15.395278,51.195556,IMGW - posterunek opadowy,IMGW-PIB,206,1949
250160930,KARŁÓW,16.336944,50.474167,IMGW - posterunek opadowy,IMGW-PIB,753,2024
254150060,GĄSKI,15.917222,54.238056,IMGW - stacja klimatologiczna,IMGW-PIB,8,2024
253150360,KINOWO,15.451389,53.975,IMGW - posterunek opadowy,IMGW-PIB,32,2024
250150180,JAGNIĄTKÓW,15.611944,50.82,IMGW - posterunek opadowy,IMGW-PIB,549,1946
250200520,DOBROWODA,20.765556,50.394444,IMGW - stacja klimatologiczna,IMGW-PIB,208,2024
250180790,SOWCZYCE,18.486389,50.848056,IMGW - stacja klimatologiczna,IMGW-PIB,248,2025
249210390,UŚCIE GORLICKIE,21.131944,49.526944,IMGW - stacja klimatologiczna,IMGW-PIB,398,2024
252220220,TOŁWIN,22.951111,52.499167,IMGW - stacja klimatologiczna,IMGW-PIB,175,2024
254170330,TUCHOMKO,17.368333,54.131389,IMGW - posterunek opadowy,IMGW-PIB,,2024
254160150,MOKRE,16.401667,54.170278,IMGW - posterunek opadowy,IMGW-PIB,76,2024
251170090,SMOLICE,17.179722,51.694167,IMGW - stacja klimatologiczna,IMGW-PIB,105,1956
252190190,LUTOCIN,19.751111,52.984722,IMGW - stacja klimatologiczna,IMGW-PIB,129,2024
250161060,ŁOMNICA,16.328333,50.672222,IMGW - posterunek opadowy,IMGW-PIB,570,2024
253150290,ŁOPIANÓW,15.261389,53.875556,IMGW - posterunek opadowy,IMGW-PIB,32,2024
253200290,BAGIENICE,20.858056,53.255,IMGW - posterunek opadowy,IMGW-PIB,130,2024
250150570,MYSŁÓW,15.983056,50.9325,IMGW - posterunek opadowy,IMGW-PIB,464,2025
250220020,ZAKRZÓWEK,22.3725,50.929444,IMGW - posterunek opadowy,IMGW-PIB,270,1948
251200320,MSZCZONÓW,20.497222,51.984167,IMGW - posterunek opadowy,IMGW-PIB,161,2024
251220230,OSTRÓWEK-KOLONIA,22.600278,51.593611,IMGW - stacja klimatologiczna,IMGW-PIB,148,2024
253150310,NIEDŹWIEDZISKA,15.078056,53.949444,IMGW - posterunek opadowy,IMGW-PIB,20,2024
253230250,ŚLUZA TARTAK,23.461667,53.8825,IMGW - posterunek opadowy,IMGW-PIB,108,2025
250150590,NIEDAMIRÓW,15.870556,50.691111,IMGW - posterunek opadowy,IMGW-PIB,685,2024
250190830,MYSŁÓW,19.215,50.572778,IMGW - stacja klimatologiczna,IMGW-PIB,322,2024
250210290,ŁUBNICE,21.154722,50.396944,IMGW - posterunek opadowy,IMGW-PIB,162,2024
253150340,MIĘDZYRZECZE,15.568333,53.871944,IMGW - stacja klimatologiczna,IMGW-PIB,59,2024
250220240,BUKOWNICA,22.846667,50.560556,IMGW - stacja klimatologiczna,IMGW-PIB,235,2025
250220230,PIWODA,22.755,50.076389,IMGW - stacja klimatologiczna,IMGW-PIB,183,2024
250161080,STARKÓWEK,16.518056,50.373333,IMGW - posterunek opadowy,IMGW-PIB,484,2024
252220230,ANDRZEJEWO,22.185278,52.823333,IMGW - posterunek opadowy,IMGW-PIB,117,2024
250170870,OPOLE-WIK,17.901111,50.681111,IMGW - posterunek opadowy,IMGW-PIB,149,2024
254190150,SŁOBITY,19.751389,54.129722,IMGW - posterunek opadowy,IMGW-PIB,55,1948
250190820,DĄBROWA GÓRNICZA,19.264444,50.402222,IMGW - posterunek opadowy,IMGW-PIB,321,2024
249170080,DZIERŻKOWICE,17.846389,49.992222,IMGW - posterunek opadowy,IMGW-PIB,270,2024
254170310,OBJEZIERZE,17.067778,54.300278,IMGW - posterunek opadowy,IMGW-PIB,142,2024
250150540,CZERNICA,15.7175,50.974444,IMGW - posterunek opadowy,IMGW-PIB,299,2024
250161020,ZIELENIEC II,16.399167,50.344444,IMGW - posterunek opadowy,IMGW-PIB,721,2022
251150470,MIEDZIANA,15.116389,51.020833,IMGW - posterunek opadowy,IMGW-PIB,295,2023
252230150,KLESZCZELE,23.319444,52.572222,IMGW - posterunek opadowy,IMGW-PIB,160,1948
252140220,CHOJNA,14.404167,52.940833,IMGW - stacja klimatologiczna,IMGW-PIB,49,2024
249180030,CHAŁUPKI,18.3275,49.925833,IMGW - posterunek opadowy,IMGW-PIB,198,1948
252140090,KOSTRZYN NAD ODRĄ,14.661111,52.598611,IMGW - posterunek opadowy,IMGW-PIB,26,1956
253150350,RADOWO MAŁE,15.452222,53.668333,IMGW - stacja klimatologiczna,IMGW-PIB,93,2024
252200350,NACPOLSK,20.251389,52.514167,IMGW - stacja klimatologiczna,IMGW-PIB,126,2025
253180280,BRZOZOWO,18.424722,53.312222,IMGW - stacja klimatologiczna,IMGW-PIB,85,2024
250161040,ZŁOTY STOK,16.850556,50.429722,IMGW - posterunek opadowy,IMGW-PIB,536,2024
252180380,RAKOWO,18.288611,52.497222,IMGW - posterunek opadowy,IMGW-PIB,103,2024
253200040,GIETRZWAŁD,20.244722,53.751389,IMGW - posterunek opadowy,IMGW-PIB,107,1948
250220250,PISKOROWICE,22.516944,50.245556,IMGW - stacja klimatologiczna,IMGW-PIB,171,2025
249180640,BRENNA-BRENNICA,18.9075,49.723333,IMGW - brak bieżących danych,IMGW-PIB,403,
250200490,KOKOTÓW,20.070833,50.021667,IMGW - posterunek opadowy,IMGW-PIB,,
254180290,SZYMANKOWO,18.931389,54.074167,IMGW - stacja klimatologiczna,IMGW-PIB,3,2024
250161090,WOLBROMEK,16.127222,50.929722,IMGW - posterunek opadowy,IMGW-PIB,290,2024
252190230,PODDĘBICE,19.009167,52.553611,IMGW - stacja klimatologiczna,IMGW-PIB,91,2024
252200290,KAMPINOS,20.4725,52.268889,IMGW - stacja klimatologiczna,IMGW-PIB,87,2024
250230180,GRABOWIEC GÓRA,23.57,50.8125,IMGW - posterunek opadowy,IMGW-PIB,268,2024
249191020,SKAWICA,19.666944,49.686389,IMGW - posterunek opadowy,IMGW-PIB,409,2024
250200550,BROŃCZYCE,20.103333,50.233333,IMGW - stacja klimatologiczna,IMGW-PIB,256,2024
250180770,SIERONIOWICE,18.359167,50.450278,IMGW - stacja klimatologiczna,IMGW-PIB,263,
252210320,KOZŁY,21.409167,52.452222,IMGW - stacja klimatologiczna,IMGW-PIB,107,2024
253160240,BARWICE,16.353889,53.753056,IMGW - stacja klimatologiczna,IMGW-PIB,133,
251220250,OSTRÓW LUBELSKI,22.869722,51.496111,IMGW - posterunek opadowy,IMGW-PIB,157,2024
250190850,TROKS,19.635833,50.303889,IMGW - stacja klimatologiczna,IMGW-PIB,411,2023
252140070,BOLESZKOWICE,14.566667,52.726944,IMGW - posterunek opadowy,IMGW-PIB,50,1961
252190240,TRĘBKI,19.540556,52.320278,IMGW - stacja klimatologiczna,IMGW-PIB,105,2024
251190150,DOBRYSZYCE,19.428333,51.138889,IMGW - brak bieżących danych,IMGW-PIB,259,1961
253200140,WIELBARK,20.937222,53.406111,IMGW - posterunek opadowy,IMGW-PIB,127,1949
250190920,KORYCZANY,19.934722,50.489444,IMGW - posterunek opadowy,IMGW-PIB,323,2025
253150010,STARNIN,15.456667,53.965833,IMGW - brak bieżących danych,IMGW-PIB,36,1961
250190390,KRAKÓW-OBSERWATORIUM,19.958611,50.063889,IMGW - stacja klimatologiczna,IMGW-PIB,204,1792
251220240,ZADWORZE,22.230556,51.015278,IMGW - stacja klimatologiczna,IMGW-PIB,254,2025
252150360,WITYŃ,15.611111,52.2675,IMGW - stacja klimatologiczna,IMGW-PIB,76,2025
250170880,BOREK STRZELIŃSKI,17.088611,50.868889,IMGW - posterunek opadowy,IMGW-PIB,146,2025
249191040,RYCERKA GÓRNA II,19.011944,49.440556,IMGW - brak bieżących danych,IMGW-PIB,679,2026
252210340,WARSZAWA-MŁK,21.032222,52.210556,IMGW - stacja klimatologiczna,IMGW-PIB,,2025
250161110,GOLIŃSK,,,IMGW - posterunek opadowy,IMGW-PIB,493,2025
253200310,PRZASNYSZ,20.931389,53.012222,IMGW - stacja klimatologiczna,IMGW-PIB,120,2025
254220130,BORKI,22.172222,54.1,IMGW - stacja klimatologiczna,IMGW-PIB,,
250190930,KRAKÓW-KAMPUS UJ,19.901944,50.026944,IMGW - stacja klimatologiczna,IMGW-PIB,211,
250180780,ŚWIERKLANY,18.585833,50.012222,IMGW - stacja klimatologiczna,IMGW-PIB,285,2025
250190860,WYWŁA,19.925278,50.615556,IMGW - stacja klimatologiczna,IMGW-PIB,282,2025
353160213,BARWICE,16.353889,53.753056,IMGW - stacja synoptyczna,IMGW-PIB,133,
251150460,TOMASZÓW BOLESŁAWIECKI II,15.4035,51.165,IMGW - stacja klimatologiczna,IMGW-PIB,185,2023
253150370,KASZEWO,15.34,53.0718,IMGW - stacja klimatologiczna,IMGW-PIB,85,2023
251200050,SADKOWICE,20.3103,51.4332,IMGW - stacja klimatologiczna,IMGW-PIB,172,2025
