kod_stacji,nazwa,lon,lat,kategoria,zrodlo,wysokosc_npm,rok_zalozenia
252210290,RYBIENKO,21.429167,52.577778,IMGW - posterunek opadowy,IMGW-PIB,93,2014
351230497,WŁODAWA,23.529444,51.553333,IMGW - stacja synoptyczna,IMGW-PIB,177,1954
352220385,SIEDLCE,22.244722,52.181111,IMGW - stacja synoptyczna,IMGW-PIB,152,1881
250240010,STRZYŻÓW,24.035556,50.84,IMGW - posterunek opadowy,IMGW-PIB,181,2001
352230399,TERESPOL,23.621944,52.078611,IMGW - stacja synoptyczna,IMGW-PIB,133,1954
250230070,TOMASZÓW LUBELSKI,23.398889,50.458056,IMGW - stacja klimatologiczna,IMGW-PIB,270,1921
252230190,CICIBÓR,23.109444,52.076944,IMGW - stacja klimatologiczna,IMGW-PIB,144,2000
252190120,ŻYCHLIN,19.623056,52.242778,IMGW - posterunek opadowy,IMGW-PIB,97,
253190030,DOBROCIN,19.828056,53.908333,IMGW - stacja klimatologiczna,IMGW-PIB,118,1972
253190220,LIDZBARK,19.824167,53.254444,IMGW - stacja klimatologiczna,IMGW-PIB,140,1948
352190360,PŁOCK,19.725833,52.588333,IMGW - stacja synoptyczna,IMGW-PIB,106,1946
251200030,SKIERNIEWICE,20.160278,51.965278,IMGW - stacja klimatologiczna,IMGW-PIB,128,1895
252190160,WALEWICE,19.665556,52.102778,IMGW - posterunek opadowy,IMGW-PIB,95,1946
253190310,KULIGI,19.691111,53.430833,IMGW - posterunek opadowy,IMGW-PIB,96,2005
252190030,GŁODOWO,19.235556,52.830556,IMGW - stacja klimatologiczna,IMGW-PIB,104,1947
252200080,BORKOWO,20.660278,52.561944,IMGW - posterunek opadowy,IMGW-PIB,85,1998
252210050,PUŁTUSK,21.090278,52.7275,IMGW - stacja klimatologiczna,IMGW-PIB,95,1947
252230010,NOWOSADY,23.878889,52.9725,IMGW - posterunek opadowy,IMGW-PIB,160,1973
252230030,BONDARY,23.754444,52.9375,IMGW - stacja klimatologiczna,IMGW-PIB,147,1973
252230090,CHRABOŁY,23.195556,52.862222,IMGW - posterunek opadowy,IMGW-PIB,127,2005
252230120,BIAŁOWIEŻA,23.847778,52.707222,IMGW - stacja klimatologiczna,IMGW-PIB,163,1946
353210280,MIKOŁAJKI,21.589722,53.789167,IMGW - stacja synoptyczna,IMGW-PIB,127,1952
354220195,SUWAŁKI,22.948889,54.130833,IMGW - stacja synoptyczna,IMGW-PIB,184,1946
253210170,ROZOGI,21.379444,53.491389,IMGW - posterunek opadowy,IMGW-PIB,130,1949
253210210,MYSZYNIEC,21.350278,53.384444,IMGW - stacja klimatologiczna,IMGW-PIB,120,1983
253210260,ZARUZIE,21.8025,53.1475,IMGW - posterunek opadowy,IMGW-PIB,87,2005
253220080,DĘBOWO,22.930556,53.610556,IMGW - posterunek opadowy,IMGW-PIB,115,1946
253220130,RADZIŁÓW,22.405278,53.413889,IMGW - posterunek opadowy,IMGW-PIB,115,1963
253220160,BURZYN,22.454167,53.278611,IMGW - posterunek opadowy,IMGW-PIB,120,1949
353230295,BIAŁYSTOK,23.162222,53.107222,IMGW - stacja synoptyczna,IMGW-PIB,148,1945
253220120,OSOWIEC,22.645833,53.4825,IMGW - posterunek opadowy,IMGW-PIB,110,1946
252210020,CZARNOWO,21.535,52.881944,IMGW - posterunek opadowy,IMGW-PIB,94,2005
253220310,MOŃKI,22.796389,53.400278,IMGW - posterunek opadowy,IMGW-PIB,175,2014
254220090,OLECKO,22.486944,54.0475,IMGW - stacja klimatologiczna,IMGW-PIB,182,1949
253230180,DRAHLE,23.555,53.385556,IMGW - posterunek opadowy,IMGW-PIB,162,2012
253210370,ŚWIĘTAJNO,21.228056,53.563611,IMGW - stacja klimatologiczna,IMGW-PIB,142,2018
353160230,PIŁA,16.747222,53.130556,IMGW - stacja synoptyczna,IMGW-PIB,72,1970
353160215,SZCZECINEK,16.746667,53.717778,IMGW - stacja synoptyczna,IMGW-PIB,139,1946
253160010,SĘPOLNO WIELKIE,16.773611,53.9475,IMGW - posterunek opadowy,IMGW-PIB,165,1954
253160110,JASTROWIE,16.813889,53.425556,IMGW - posterunek opadowy,IMGW-PIB,111,1947
253170160,SYPNIEWO,17.330278,53.364444,IMGW - posterunek opadowy,IMGW-PIB,128,1963
252180080,KOŁUDA WIELKA,18.148889,52.735833,IMGW - stacja klimatologiczna,IMGW-PIB,88,1948
252150050,KRZYŻ,15.983611,52.881111,IMGW - stacja klimatologiczna,IMGW-PIB,34,1957
253170210,CHRZĄSTOWO,17.583611,53.161111,IMGW - stacja klimatologiczna,IMGW-PIB,105,1953
253150250,DRAWNO,15.77,53.213056,IMGW - posterunek opadowy,IMGW-PIB,76,2005
253160090,WIERZCHOWO,16.104444,53.46,IMGW - stacja klimatologiczna,IMGW-PIB,137,1956
250180590,RYBNIK-STODOŁY,18.483056,50.154444,IMGW - posterunek opadowy,IMGW-PIB,216,2006
250160650,MIĘDZYLESIE,16.670833,50.153333,IMGW - posterunek opadowy,IMGW-PIB,453,1946
250170110,DOBROGOSZCZ,17.017222,50.758611,IMGW - stacja klimatologiczna,IMGW-PIB,175,1955
250170290,DZIEWIĘTLICE,17.084167,50.411389,IMGW - posterunek opadowy,IMGW-PIB,241,1946
250170330,GŁUCHOŁAZY,17.387222,50.302222,IMGW - stacja klimatologiczna,IMGW-PIB,348,1945
250170340,JARNOŁTÓWEK,17.438056,50.288056,IMGW - posterunek opadowy,IMGW-PIB,346,1946
250170390,GŁUBCZYCE,17.794722,50.181944,IMGW - stacja klimatologiczna,IMGW-PIB,290,1946
250180190,KRUPSKI MŁYN,18.623333,50.569167,IMGW - posterunek opadowy,IMGW-PIB,225,1955
249180260,ISTEBNA-KUBALONKA,18.901111,49.603611,IMGW - stacja klimatologiczna,IMGW-PIB,780,1974
250180690,PILCHOWICE,18.591944,50.224167,IMGW - posterunek opadowy,IMGW-PIB,221,2023
249210350,MOSZCZANIEC,21.912778,49.422222,IMGW - posterunek opadowy,IMGW-PIB,467,2023
249180580,GOCZAŁKOWICE-ZDRÓJ,18.933889,49.938333,IMGW - posterunek opadowy,IMGW-PIB,259,2023
249201050,KRÓLÓWKA,20.433333,49.887222,IMGW - stacja klimatologiczna,IMGW-PIB,291,2023
249180570,MIĘDZYRZECZE GÓRNE,18.928333,49.839444,IMGW - posterunek opadowy,IMGW-PIB,312,2023
250160950,KWIETNIKI,16.142778,50.966944,IMGW - posterunek opadowy,IMGW-PIB,256,2023
250190260,GOLCZOWICE,19.595833,50.36,IMGW - posterunek opadowy,IMGW-PIB,325,1955
249180270,ISTEBNA-MŁODA GÓRA,18.861944,49.580556,IMGW - posterunek opadowy,IMGW-PIB,786,1949
250160580,SPALONA,16.538333,50.276667,IMGW - posterunek opadowy,IMGW-PIB,815,1955
252210330,RZĄŚNIK WŁOŚCIAŃSKI,21.720556,52.849722,IMGW - posterunek opadowy,IMGW-PIB,120,2023
252230280,JAGODNIKI,23.489167,52.697222,IMGW - stacja klimatologiczna,IMGW-PIB,156,2023
250180640,ZABRZE,18.753611,50.365,IMGW - posterunek opadowy,IMGW-PIB,270,2023
250180710,BOGUSZYCE,18.510278,50.436944,IMGW - posterunek opadowy,IMGW-PIB,211,2023
253190360,NAJMOWO,19.326667,53.308333,IMGW - stacja klimatologiczna,IMGW-PIB,104,2023
250160920,PIŁAWA GÓRNA,16.7325,50.689444,IMGW - posterunek opadowy,IMGW-PIB,296,2023
251150130,ŁOZY,15.366944,51.489444,IMGW - posterunek opadowy,IMGW-PIB,128,1949
249191030,KOPYTÓWKA,19.636111,49.933611,IMGW - posterunek opadowy,IMGW-PIB,309,2024
250180530,KIETRZ,18.010278,50.082222,IMGW - posterunek opadowy,IMGW-PIB,220,1946
249190960,BUDZÓW,19.659444,49.773889,IMGW - posterunek opadowy,IMGW-PIB,342,2023
254180070,TĘPCZ,18.038889,54.5075,IMGW - posterunek opadowy,IMGW-PIB,178,1948
249180280,ISTEBNA-STECÓWKA,18.940278,49.585278,IMGW - brak bieżących danych,IMGW-PIB,735,1948
250150190,KOWARY,15.824167,50.803611,IMGW - posterunek opadowy,IMGW-PIB,430,1948
250150220,KARPACZ,15.769444,50.778889,IMGW - stacja klimatologiczna,IMGW-PIB,567,1945
250150240,PACZYN,15.911389,50.739722,IMGW - posterunek opadowy,IMGW-PIB,643,1955
250150250,PAPROTKI,15.948056,50.726667,IMGW - stacja klimatologiczna,IMGW-PIB,543,1956
250150260,BUKÓWKA,15.957222,50.712778,IMGW - posterunek opadowy,IMGW-PIB,511,1955
250160070,BORÓW,16.99,50.882222,IMGW - posterunek opadowy,IMGW-PIB,145,1947
250160090,PSZENNO,16.528611,50.861389,IMGW - stacja klimatologiczna,IMGW-PIB,223,1979
250160120,LUBOMIN,16.195833,50.803611,IMGW - posterunek opadowy,IMGW-PIB,464,1949
250150110,KACZORÓW,15.935833,50.908889,IMGW - posterunek opadowy,IMGW-PIB,491,1946
250160620,KAMIENICA,16.884167,50.227222,IMGW - posterunek opadowy,IMGW-PIB,682,1972
251150280,TWARDOCICE,15.7475,51.090556,IMGW - posterunek opadowy,IMGW-PIB,253,1949
251150360,ŚWIERZAWA,15.888889,51.016944,IMGW - posterunek opadowy,IMGW-PIB,299,1948
251160110,OSETNO,16.464167,51.631944,IMGW - posterunek opadowy,IMGW-PIB,87,1949
251160150,POLKOWICE DOLNE,16.056111,51.500556,IMGW - stacja klimatologiczna,IMGW-PIB,160,1949
251160220,OBORNIKI ŚLĄSKIE,16.930556,51.289444,IMGW - posterunek opadowy,IMGW-PIB,160,1948
251160290,JAWOR,16.183611,51.063333,IMGW - posterunek opadowy,IMGW-PIB,188,1946
251170140,MILICZ,17.277222,51.511111,IMGW - posterunek opadowy,IMGW-PIB,118,1947
251170210,TRZEBNICA,17.068056,51.322778,IMGW - posterunek opadowy,IMGW-PIB,155,1947
251170270,BIERUTÓW,17.544722,51.118889,IMGW - posterunek opadowy,IMGW-PIB,141,1947
250150210,PRZESIEKA,15.667222,50.798889,IMGW - posterunek opadowy,IMGW-PIB,646,1946
250160520,LĄDEK-ZDRÓJ,16.8575,50.339167,IMGW - stacja klimatologiczna,IMGW-PIB,450,1948
250150170,JAKUSZYCE,15.441944,50.823056,IMGW - stacja klimatologiczna,IMGW-PIB,855,1994
250180030,STARE OLESNO,18.363889,50.904722,IMGW - stacja klimatologiczna,IMGW-PIB,,
250150150,SZKLARSKA PORĘBA,15.529167,50.834444,IMGW - stacja klimatologiczna,IMGW-PIB,648,1947
250160410,BARDO,16.744167,50.509167,IMGW - posterunek opadowy,IMGW-PIB,321,1946
350180540,RACIBÓRZ,18.190833,50.061111,IMGW - stacja synoptyczna,IMGW-PIB,206,1848
351150400,ZIELONA GÓRA,15.524722,51.93,IMGW - stacja synoptyczna,IMGW-PIB,192,1945
250160220,JEDLINA-ZDRÓJ,16.349167,50.718611,IMGW - posterunek opadowy,IMGW-PIB,436,2011
354160105,KOSZALIN,16.155278,54.204444,IMGW - stacja synoptyczna,IMGW-PIB,33,1945
354180135,HEL,18.811944,54.603611,IMGW - stacja synoptyczna,IMGW-PIB,1,1920
254180010,ROZEWIE,18.335556,54.829444,IMGW - stacja klimatologiczna,IMGW-PIB,54,1946
254180050,WEJHEROWO,18.270278,54.598333,IMGW - posterunek opadowy,IMGW-PIB,22,1946
254180060,GDYNIA,18.559444,54.518889,IMGW - stacja klimatologiczna,IMGW-PIB,2,1927
254180140,OSTRZYCE-BRODNICA GÓRNA,18.091389,54.274444,IMGW - stacja klimatologiczna,IMGW-PIB,213,2004
354170120,ŁEBA,17.534722,54.753611,IMGW - stacja synoptyczna,IMGW-PIB,1,1947
250170790,WOJNOWICE,17.868333,50.133611,IMGW - posterunek opadowy,IMGW-PIB,283,2024
250170810,BRANICE,17.775833,50.051111,IMGW - posterunek opadowy,IMGW-PIB,290,2024
251200290,TEOFILÓW,20.182778,51.528056,IMGW - posterunek opadowy,IMGW-PIB,150,2002
249180020,WARSZOWICE,18.705556,49.991944,IMGW - posterunek opadowy,IMGW-PIB,270,1946
250150350,PODGÓRZYN,15.6875,50.825556,IMGW - posterunek opadowy,IMGW-PIB,385,2007
250160590,DŁUGOPOLE-ZDRÓJ,16.633333,50.249722,IMGW - stacja klimatologiczna,IMGW-PIB,364,1949
250180380,SUKOWICE,18.169722,50.262778,IMGW - stacja klimatologiczna,IMGW-PIB,180,1948
251160360,GŁOGÓW,16.06,51.6725,IMGW - posterunek opadowy,IMGW-PIB,75,2013
250160320,OSTROSZOWICE,16.6325,50.646111,IMGW - posterunek opadowy,IMGW-PIB,373,1947
250160840,SZALEJÓW GÓRNY,16.5525,50.430556,IMGW - posterunek opadowy,IMGW-PIB,335,2014
252150180,LUBINICKO-ŚWIEBODZIN,15.545278,52.242778,IMGW - stacja klimatologiczna,IMGW-PIB,88,1975
250150510,MIRSK,15.383333,50.986944,IMGW - posterunek opadowy,IMGW-PIB,338,2014
249180530,ISTEBNA-STECÓWKA,18.937778,49.584722,IMGW - posterunek opadowy,IMGW-PIB,725,2005
250160360,TARNÓW,16.792778,50.575278,IMGW - stacja klimatologiczna,IMGW-PIB,296,1974
251160320,RADZYŃ,16.037778,51.8725,IMGW - stacja klimatologiczna,IMGW-PIB,60,2002
249180410,ISTEBNA-WIEŚ,18.892222,49.568889,IMGW - posterunek opadowy,IMGW-PIB,578,2005
250180330,ŁABĘDY,18.615278,50.341944,IMGW - posterunek opadowy,IMGW-PIB,208,1955
252160050,RYCZYWÓŁ,16.838889,52.815833,IMGW - posterunek opadowy,IMGW-PIB,70,1948
252170060,JANOWIEC WIELKOPOLSKI,17.462222,52.754722,IMGW - posterunek opadowy,IMGW-PIB,95,1946
352150300,GORZÓW WIELKOPOLSKI,15.277222,52.741111,IMGW - stacja synoptyczna,IMGW-PIB,71,1946
352140310,SŁUBICE,14.619722,52.348611,IMGW - stacja synoptyczna,IMGW-PIB,53,1947
251150290,SULIKÓW,15.065,51.076944,IMGW - posterunek opadowy,IMGW-PIB,214,1947
251150320,BIERNA,15.116389,51.038889,IMGW - posterunek opadowy,IMGW-PIB,265,
250140030,BOGATYNIA,14.980556,50.899722,IMGW - stacja klimatologiczna,IMGW-PIB,290,1947
252160160,PAPROĆ,16.183056,52.304444,IMGW - stacja klimatologiczna,IMGW-PIB,77,1957
252160230,WIELICHOWO,16.356389,52.113889,IMGW - stacja klimatologiczna,IMGW-PIB,65,1947
252160110,SZAMOTUŁY-BABORÓWKO,16.638056,52.584444,IMGW - stacja klimatologiczna,IMGW-PIB,74,1946
251140110,SANICE,14.975833,51.406111,IMGW - stacja klimatologiczna,IMGW-PIB,150,2018
253150070,ŁABĘDZIE,15.809167,53.650556,IMGW - posterunek opadowy,IMGW-PIB,100,1961
253160020,OSÓWKO,16.068056,53.905556,IMGW - brak bieżących danych,IMGW-PIB,55,
353150210,RESKO-SMÓLSKO,15.393333,53.763611,IMGW - stacja synoptyczna,IMGW-PIB,52,1945
354150100,KOŁOBRZEG-DŹWIRZYNO,15.388889,54.158333,IMGW - stacja synoptyczna,IMGW-PIB,4,1946
354160115,USTKA,16.854167,54.588333,IMGW - stacja synoptyczna,IMGW-PIB,3,1946
354170125,LĘBORK,17.756944,54.553056,IMGW - stacja synoptyczna,IMGW-PIB,39,1945
254160110,MIASTKO,16.980278,54.015556,IMGW - stacja klimatologiczna,IMGW-PIB,160,1952
254160020,DARŁOWO,16.368333,54.433333,IMGW - stacja klimatologiczna,IMGW-PIB,12,1946
254180260,GDAŃSK-PORT PÓŁNOCNY,18.697778,54.399722,IMGW - stacja klimatologiczna,IMGW-PIB,2,1986
254170040,KARŻNICZKA,17.228611,54.4875,IMGW - stacja klimatologiczna,IMGW-PIB,75,1974
254180090,GDAŃSK-RĘBIECHOWO,18.486667,54.371111,IMGW - stacja klimatologiczna,IMGW-PIB,146,1982
254140010,DZIWNÓW,14.731667,54.022222,IMGW - stacja klimatologiczna,IMGW-PIB,3,1955
253140010,WOLIN,14.615833,53.8375,IMGW - posterunek opadowy,IMGW-PIB,2,1946
253150130,LISOWO,15.301389,53.430833,IMGW - posterunek opadowy,IMGW-PIB,95,1948
353140205,SZCZECIN,14.622778,53.395278,IMGW - stacja synoptyczna,IMGW-PIB,1,1948
353140200,ŚWINOUJŚCIE,14.242222,53.923333,IMGW - stacja synoptyczna,IMGW-PIB,4,1946
253140110,GRYFINO,14.484444,53.256944,IMGW - posterunek opadowy,IMGW-PIB,3,1947
253140040,TRZEBIEŻ,14.513889,53.663056,IMGW - stacja klimatologiczna,IMGW-PIB,1,1991
253150190,PRZELEWICE,15.082222,53.104167,IMGW - stacja klimatologiczna,IMGW-PIB,65,1954
353170235,CHOJNICE,17.5325,53.715278,IMGW - stacja synoptyczna,IMGW-PIB,164,1945
253170060,ZAPĘDOWO,17.840278,53.704167,IMGW - posterunek opadowy,IMGW-PIB,125,1956
253180040,STAROGARD GDAŃSKI,18.548889,53.982222,IMGW - stacja klimatologiczna,IMGW-PIB,85,2004
253180060,CZARNA WODA,18.092778,53.840556,IMGW - posterunek opadowy,IMGW-PIB,125,1948
253180090,ŚLIWICE,18.175833,53.704722,IMGW - stacja klimatologiczna,IMGW-PIB,119,1949
253180150,GRUDZIĄDZ,18.709444,53.4375,IMGW - stacja klimatologiczna,IMGW-PIB,25,1946
253180220,BYDGOSZCZ,18.045833,53.173611,IMGW - stacja klimatologiczna,IMGW-PIB,55,1991
353180250,TORUŃ,18.595556,53.041944,IMGW - stacja synoptyczna,IMGW-PIB,69,1945
254170140,KOŚCIERZYNA,17.961944,54.128611,IMGW - stacja klimatologiczna,IMGW-PIB,190,1948
253180020,RADOSTOWO,18.747222,53.989444,IMGW - stacja klimatologiczna,IMGW-PIB,40,1951
354180155,GDAŃSK-ŚWIBNO,18.934444,54.333611,IMGW - stacja synoptyczna,IMGW-PIB,7,1948
250190140,ŻARKI,19.380278,50.64,IMGW - posterunek opadowy,IMGW-PIB,380,1955
252180260,TUREK,18.498333,52.010278,IMGW - posterunek opadowy,IMGW-PIB,115,1946
351180435,KALISZ,18.080833,51.781111,IMGW - stacja synoptyczna,IMGW-PIB,137,1945
352180345,KOŁO-RADOSZEWICE,18.706111,52.361944,IMGW - stacja synoptyczna,IMGW-PIB,109,1945
352160330,POZNAŃ-ŁAWICA,16.834722,52.416667,IMGW - stacja synoptyczna,IMGW-PIB,88,1946
351180455,WIELUŃ,18.556667,51.210278,IMGW - stacja synoptyczna,IMGW-PIB,199,1945
350190550,CZĘSTOCHOWA,19.091667,50.811944,IMGW - stacja synoptyczna,IMGW-PIB,293,1945
250190170,KRĘCIWILK,19.370278,50.545278,IMGW - posterunek opadowy,IMGW-PIB,307,2001
251180020,ZBIERSK,18.150278,51.943333,IMGW - posterunek opadowy,IMGW-PIB,125,1950
251180040,PODDĘBICE,18.959722,51.885556,IMGW - posterunek opadowy,IMGW-PIB,130,1949
251180050,LISKÓW,18.41,51.835278,IMGW - posterunek opadowy,IMGW-PIB,147,2005
251180140,ZŁOCZEW,18.599167,51.421111,IMGW - posterunek opadowy,IMGW-PIB,175,1949
251180190,SIEMIANICE,18.143056,51.182778,IMGW - posterunek opadowy,IMGW-PIB,180,1951
251180240,JASTRZYGOWICE,18.456944,51.001111,IMGW - posterunek opadowy,IMGW-PIB,202,1956
251180160,OSJAKÓW,18.783611,51.283056,IMGW - posterunek opadowy,IMGW-PIB,156,1946
252180210,KŁODAWA,18.915833,52.250833,IMGW - posterunek opadowy,IMGW-PIB,117,1946
251180150,MIRKÓW,18.146389,51.310278,IMGW - posterunek opadowy,IMGW-PIB,156,1971
252170180,WRZEŚNIA,17.5925,52.315,IMGW - posterunek opadowy,IMGW-PIB,105,1946
351190465,ŁÓDŹ-LUBLINEK,19.387222,51.718333,IMGW - stacja synoptyczna,IMGW-PIB,174,1945
252170210,KÓRNIK,17.101944,52.245278,IMGW - stacja klimatologiczna,IMGW-PIB,77,1946
251190220,DOBRYSZYCE II,19.408333,51.1475,IMGW - stacja klimatologiczna,IMGW-PIB,216,2011
251180330,DZIAŁOSZYN,18.873889,51.12,IMGW - posterunek opadowy,IMGW-PIB,191,2010
251180310,KIEŁCZYGŁÓW,18.985,51.237222,IMGW - posterunek opadowy,IMGW-PIB,175,2005
251180320,KRASZEWICE,18.204722,51.530278,IMGW - posterunek opadowy,IMGW-PIB,131,2005
252170330,NOWA WIEŚ PODGÓRNA,17.589167,52.142222,IMGW - posterunek opadowy,IMGW-PIB,73,2005
251170360,OSTRÓW WIELKOPOLSKI,17.873333,51.660833,IMGW - posterunek opadowy,IMGW-PIB,123,2005
251190210,SZCZERCÓW,19.119167,51.340833,IMGW - posterunek opadowy,IMGW-PIB,160,2005
252180290,TULISZKÓW,18.268611,52.067778,IMGW - posterunek opadowy,IMGW-PIB,111,2005
252170190,SŁUPCA,17.883333,52.271944,IMGW - stacja klimatologiczna,IMGW-PIB,89,1960
251170380,WOLA KSIĄŻĘCA,17.589167,51.961389,IMGW - stacja klimatologiczna,IMGW-PIB,118,2018
251190190,ŁASK,19.178611,51.585556,IMGW - posterunek opadowy,IMGW-PIB,189,2005
250180580,DRONIOWICE,18.808056,50.695278,IMGW - stacja klimatologiczna,IMGW-PIB,270,2003
251180350,SIERADZ-DZIGORZEW,18.704722,51.624167,IMGW - stacja klimatologiczna,IMGW-PIB,128,2017
250190010,JANUSZEWICE,19.961111,50.941944,IMGW - posterunek opadowy,IMGW-PIB,220,1997
251200220,WŁOCHÓW,20.612222,51.098889,IMGW - posterunek opadowy,IMGW-PIB,345,1972
251200250,SUCHEDNIÓW,20.830556,51.049722,IMGW - posterunek opadowy,IMGW-PIB,265,1951
251210230,STARACHOWICE,21.055833,51.041667,IMGW - posterunek opadowy,IMGW-PIB,265,1956
251210240,BRODY IŁŻECKIE,21.196944,51.018611,IMGW - posterunek opadowy,IMGW-PIB,190,1956
251220040,RADZYŃ PODLASKI,22.600833,51.769167,IMGW - posterunek opadowy,IMGW-PIB,150,1992
251200150,ŁAZISKA,20.925833,51.323889,IMGW - stacja klimatologiczna,IMGW-PIB,180,1952
252210240,WIELGOLAS,21.723889,52.037222,IMGW - posterunek opadowy,IMGW-PIB,150,1949
350230595,ZAMOŚĆ,23.205556,50.698333,IMGW - stacja synoptyczna,IMGW-PIB,223,1945
351210488,KOZIENICE,21.543611,51.564722,IMGW - stacja synoptyczna,IMGW-PIB,123,1971
250200040,BODZENTYN,20.951389,50.946944,IMGW - stacja klimatologiczna,IMGW-PIB,270,1949
250210020,NOSÓW,21.219167,50.919167,IMGW - posterunek opadowy,IMGW-PIB,265,1950
250210030,ANNOPOL,21.834167,50.889444,IMGW - posterunek opadowy,IMGW-PIB,165,1949
250220030,WYSOKIE,22.666944,50.917778,IMGW - stacja klimatologiczna,IMGW-PIB,260,1946
251190160,PRZEDBÓRZ,19.875278,51.090556,IMGW - posterunek opadowy,IMGW-PIB,190,1970
251200080,BIAŁOBRZEGI,20.940278,51.648333,IMGW - stacja klimatologiczna,IMGW-PIB,116,1947
251200130,OPOCZNO,20.234444,51.378889,IMGW - posterunek opadowy,IMGW-PIB,200,1946
251200140,RUSZKOWICE,20.665833,51.339167,IMGW - posterunek opadowy,IMGW-PIB,210,2002
251200240,STANOWISKA,20.371389,51.041944,IMGW - posterunek opadowy,IMGW-PIB,305,1956
352200375,WARSZAWA-OKĘCIE,20.961111,52.162778,IMGW - stacja synoptyczna,IMGW-PIB,106,1918
250190210,PILICA,19.646944,50.459722,IMGW - posterunek opadowy,IMGW-PIB,351,1946
250210050,ŚWIĘTY KRZYŻ,21.051389,50.859444,IMGW - stacja klimatologiczna,IMGW-PIB,575,1928
251200170,CHEŁSTY,20.148611,51.215833,IMGW - posterunek opadowy,IMGW-PIB,220,1949
351220495,LUBLIN-RADAWIEC,22.393056,51.216667,IMGW - stacja synoptyczna,IMGW-PIB,238,1945
250190080,WĄSOSZ,19.685833,50.7375,IMGW - posterunek opadowy,IMGW-PIB,230,2005
251200270,DĄBRÓWKA STARA,20.736944,51.780278,IMGW - stacja klimatologiczna,IMGW-PIB,174,2002
252200150,WARSZAWA-BIELANY,20.963333,52.281389,IMGW - stacja klimatologiczna,IMGW-PIB,98,1938
251210040,JARCZEW,21.973333,51.814722,IMGW - stacja klimatologiczna,IMGW-PIB,180,1967
251210120,PUŁAWY,21.966111,51.412778,IMGW - stacja klimatologiczna,IMGW-PIB,142,1871
250210040,NOWA SŁUPIA,21.083333,50.864167,IMGW - posterunek opadowy,IMGW-PIB,290,1949
251230120,BEZEK,23.263611,51.177222,IMGW - stacja klimatologiczna,IMGW-PIB,224,1974
251190230,JAROSTY,19.691944,51.4625,IMGW - posterunek opadowy,IMGW-PIB,197,2013
252200120,LEGIONOWO,20.956111,52.407778,IMGW - stacja klimatologiczna,IMGW-PIB,94,1926
250180270,ŚWIERKLANIEC,18.9425,50.428889,IMGW - stacja klimatologiczna,IMGW-PIB,285,1947
249200220,ROZTOKA,20.383333,49.640278,IMGW - posterunek opadowy,IMGW-PIB,815,2006
249200240,PTASZKOWA,20.886667,49.600278,IMGW - stacja klimatologiczna,IMGW-PIB,520,1953
249200260,ŁĄCKO,20.439444,49.559722,IMGW - stacja klimatologiczna,IMGW-PIB,366,1954
249200270,TURBACZ,20.118056,49.544722,IMGW - stacja klimatologiczna,IMGW-PIB,1273,2005
249200280,ŁABOWA,20.858611,49.526111,IMGW - posterunek opadowy,IMGW-PIB,455,1992
249200330,STUDZIONKI,20.211944,49.495278,IMGW - stacja klimatologiczna,IMGW-PIB,904,1967
249200340,DĘBNO,20.209444,49.465833,IMGW - stacja klimatologiczna,IMGW-PIB,536,1990
249200350,HUTA,20.956667,49.465,IMGW - posterunek opadowy,IMGW-PIB,756,1948
249200360,MIZERNA,20.281944,49.455278,IMGW - stacja klimatologiczna,IMGW-PIB,570,1967
249200370,KROŚCIENKO,20.431667,49.445556,IMGW - stacja klimatologiczna,IMGW-PIB,435,1956
249200420,NIEDZICA,20.315833,49.417778,IMGW - stacja klimatologiczna,IMGW-PIB,534,1997
249200450,BIAŁKA TATRZAŃSKA,20.107222,49.412222,IMGW - brak bieżących danych,IMGW-PIB,680,1947
249200480,BUKOWINA TATRZAŃSKA,20.098333,49.3375,IMGW - stacja klimatologiczna,IMGW-PIB,902,1948
250210130,STASZÓW,21.185,50.595,IMGW - stacja klimatologiczna,IMGW-PIB,219,1957
250210160,MAJDAN KRÓLEWSKI,21.751944,50.366667,IMGW - posterunek opadowy,IMGW-PIB,200,1947
250210210,MIELEC,21.432778,50.279444,IMGW - posterunek opadowy,IMGW-PIB,170,1996
250210220,KOLBUSZOWA,21.745833,50.262222,IMGW - stacja klimatologiczna,IMGW-PIB,200,1990
249190530,PILSKO,19.318333,49.541111,IMGW - stacja klimatologiczna,IMGW-PIB,1278,2005
249200120,ROZDZIELE,20.416111,49.785278,IMGW - stacja klimatologiczna,IMGW-PIB,627,1946
249200230,GRYBÓW,20.948056,49.619722,IMGW - posterunek opadowy,IMGW-PIB,335,1947
250200360,DĄBROWA TARNOWSKA,20.991111,50.186111,IMGW - posterunek opadowy,IMGW-PIB,197,2006
249180390,BRENNA-LEŚNICA,18.903056,49.71,IMGW - posterunek opadowy,IMGW-PIB,426,2005
249180520,RUDZICA,18.880833,49.853889,IMGW - posterunek opadowy,IMGW-PIB,345,2005
249200960,NOWY TARG-KOWANIEC,20.055,49.486389,IMGW - posterunek opadowy,IMGW-PIB,590,2006
254220030,GOŁDAP,22.268611,54.308333,IMGW - stacja klimatologiczna,IMGW-PIB,159,1949
254220060,BANIE MAZURSKIE,22.023056,54.251667,IMGW - posterunek opadowy,IMGW-PIB,110,1952
353200272,OLSZTYN,20.421389,53.768611,IMGW - stacja synoptyczna,IMGW-PIB,133,1948
